Individual	Song	song.has.call	Syllable	call	pc_1_value	pc_2_value	pc_3_value	pc_4_value	pc_5_value
2. Collared 4 2014	2014 Collared 4_8	yes	6	not call	-0,054849758	0,013266182	-0,114290887	-0,026225972	0,023885127
2. Collared 4 2014	2014 Collared 4_8	yes	7	not call	-0,048110636	-0,082697215	0,007397486	0,033674704	0,008486201
2. Collared 4 2014	2014 Collared 4_8	yes	8	not call	-0,036380947	-0,275775853	0,014253938	-0,011333322	0,05004087
2. Collared 4 2014	2014 Collared 4_8	yes	9	not call	-0,011683071	-0,272357304	-0,027145042	-0,025336292	0,088782062
2. Collared 4 2014	2014 Collared 4_8	yes	10	not call	0,14898391	0,207349864	-0,075093324	-0,151419188	0,070357123
2. Collared 4 2014	2014 Collared 4_8	yes	11	not call	-0,090664576	-0,101470624	0,017502824	-0,063851187	-0,01842876
2. Collared 4 2014	2014 Collared 4_9	yes	1	call	-0,062372586	0,02196219	0,051037394	0,041891764	-0,025037797
2. Collared 4 2014	2014 Collared 4_9	yes	2	not call	-0,041865883	0,137402162	-0,09066057	-0,033062826	0,108963719
2. Collared 4 2014	2014 Collared 4_9	yes	3	not call	-0,040584885	0,026124455	-0,035417652	0,058507465	-0,044306067
2. Collared 4 2014	2014 Collared 4_9	yes	4	not call	-0,012597227	-0,135174508	0,015655081	0,086779198	-0,027772005
2. Collared 4 2014	2014 Collared 4_9	yes	5	not call	-0,033639946	0,085220109	0,063671564	0,04480176	0,010977841
2. Collared 4 2014	2014 Collared 4_9	yes	6	not call	-0,050406579	0,064114572	0,047375465	-0,067958845	-0,024790796
2. Collared 4 2014	2014 Collared 4_9	yes	7	not call	0,103561245	-0,266068002	0,035032716	0,136309578	-0,065548778
2. Collared 4 2014	2014 Collared 4_9	yes	8	not call	0,050002813	0,094023878	-0,04339505	0,009260879	0,039682886
2. Collared 4 2014	2014 Collared 4_9	yes	9	not call	-0,036081644	-0,015913257	-0,127952474	-0,017983722	0,04431388
2. Collared 4 2014	2014 Collared 4_9	yes	10	not call	-0,043514318	-0,073524372	-0,000361803	0,049751856	0,05251157
2. Collared 5 2014	2014 Collared 5 S_1	no	1	not call	-0,041849609	0,103040853	0,012985536	-0,005484897	0,013973115
2. Collared 5 2014	2014 Collared 5 S_1	no	2	not call	-0,042139538	0,126512674	0,019808871	0,024214983	0,003323117
2. Collared 5 2014	2014 Collared 5 S_1	no	3	not call	-0,056350029	-0,037598041	0,029863999	0,071680545	0,00825079
2. Collared 5 2014	2014 Collared 5 S_1	no	4	not call	-0,030365249	0,116477819	0,0622814	0,020315588	-0,008656708
2. Collared 5 2014	2014 Collared 5 S_1	no	5	not call	-0,053672695	-0,193440305	0,029272262	0,030519989	0,048076326
2. Collared 5 2014	2014 Collared 5 S_2	no	1	not call	-0,034908819	0,109855393	0,044885852	0,014856269	-0,00034439
2. Collared 5 2014	2014 Collared 5 S_2	no	2	not call	-0,028705077	0,118037532	-0,013502443	-0,014022441	0,02879262
2. Collared 5 2014	2014 Collared 5 S_2	no	3	not call	-0,051763067	-0,040020826	0,02353268	0,056116096	0,018589267
2. Collared 5 2014	2014 Collared 5 S_2	no	4	not call	0,678226423	0,064373109	0,067426026	0,044661818	-0,044252128
2. Collared 5 2014	2014 Collared 5 S_2	no	5	not call	-0,047939819	0,112256183	0,069365197	0,00839993	-0,031189063
2. Collared 5 2014	2014 Collared 5 S_2	no	6	not call	-0,045724555	-0,191577949	0,032122748	0,036711538	0,046509485
2. Collared 5 2014	2014 Collared 5 S_3	no	1	not call	-0,065281522	-0,033263231	0,036697763	0,041771005	0,00806136
2. Collared 5 2014	2014 Collared 5 S_3	no	2	not call	-0,036896465	0,107533107	0,04951237	0,001049769	-0,016498223
2. Collared 5 2014	2014 Collared 5 S_3	no	3	not call	-0,015490994	-0,214898995	-0,057113107	0,014782155	0,004936464
2. Collared 5 2014	2014 Collared 5 S_3	no	4	not call	0,020860071	0,134761259	-0,055844972	0,005000858	0,097365942
2. Collared 5 2014	2014 Collared 5 S_3	no	5	not call	-0,054187064	-0,046133273	0,04285921	0,066754107	-0,000555233
2. Collared 5 2014	2014 Collared 5 S_3	no	6	not call	0,672034609	-0,002920014	0,067511436	-0,009130762	-0,045508905
2. Collared 7 2014	2014 Collared 7_1	yes	1	call	-0,044492975	-0,047998942	0,00575138	0,047545315	-0,056412525
2. Collared 7 2014	2014 Collared 7_1	yes	2	not call	-0,057891251	0,0587194	0,065027371	0,001668133	-0,049138452
2. Collared 7 2014	2014 Collared 7_1	yes	3	not call	-0,007694832	0,150891317	0,062475177	-0,009624316	-0,023773741
2. Collared 7 2014	2014 Collared 7_1	yes	4	not call	-0,079068353	-0,010855816	0,066423852	-0,017818771	-0,02053203
2. Collared 7 2014	2014 Collared 7_1	yes	5	not call	-0,101163738	-0,235168502	-0,11912927	-0,031747383	-0,025869797
2. Collared 7 2014	2014 Collared 7_1	yes	6	not call	0,023470104	0,096563573	-0,037252012	0,048048183	0,024574566
2. Collared 7 2014	2014 Collared 7_1	yes	7	not call	0,329023232	0,07868367	-0,090122821	-0,04631872	0,148924363
2. Collared 7 2014	2014 Collared 7_1	yes	8	not call	-0,049658056	-0,222176801	-0,090848837	0,01224546	-0,054323771
2. Collared 7 2014	2014 Collared 7_2	yes	1	not call	0,344832104	0,012184806	0,130465351	-0,096741473	0,14723583
2. Collared 7 2014	2014 Collared 7_2	yes	2	call	-0,068635852	-0,053499624	0,023787108	0,023778725	-0,038187951
2. Collared 7 2014	2014 Collared 7_2	yes	3	not call	-0,057801605	0,060607661	0,05198372	-0,022235892	-0,050179389
2. Collared 7 2014	2014 Collared 7_2	yes	4	not call	-0,039039595	-0,231882874	-0,126412239	0,025780288	-0,008413328
2. Collared 7 2014	2014 Collared 7_2	yes	5	not call	-0,021853267	0,089947597	0,073028101	-0,006277981	-0,021586104
2. Collared 7 2014	2014 Collared 7_2	yes	6	not call	-0,096316939	0,145235857	0,085172895	-0,074378117	0,025533154
2. Collared 7 2014	2014 Collared 7_2	yes	7	not call	-0,044728075	0,200855214	-0,394882516	0,16200189	-0,061288282
2. Collared 7 2014	2014 Collared 7_2	yes	8	not call	-0,011363876	-0,067523674	-0,105667184	0,01445542	-0,13599867
2. Collared 7 2014	2014 Collared 7_2	yes	9	not call	-0,088598509	0,145929857	0,133385104	-0,064049105	-0,025631346
2. Collared 7 2014	2014 Collared 7_3	yes	1	call	-0,048536226	-0,049211998	-0,008700899	0,02084528	-0,08140235
2. Collared 7 2014	2014 Collared 7_3	yes	2	not call	-0,064123167	0,063877933	0,038970944	-0,000991458	-0,023930962
2. Collared 7 2014	2014 Collared 7_3	yes	3	not call	-0,0080318	0,157821437	0,067430478	-0,009173826	-0,036497953
2. Collared 7 2014	2014 Collared 7_3	yes	4	not call	-0,085013798	-0,001938288	0,084395935	-0,021729669	-0,026140469
2. Collared 7 2014	2014 Collared 7_3	yes	5	not call	-0,111906893	-0,215113147	-0,088135901	-0,084770226	-0,026134509
2. Collared 7 2014	2014 Collared 7_3	yes	6	not call	-0,034328959	0,096981979	0,106496398	-0,001111413	-0,024192149
2. Collared 7 2014	2014 Collared 7_3	yes	7	not call	-0,076214173	0,147273075	0,040573095	-0,054441964	-0,010222879
2. Collared 7 2014	2014 Collared 7_3	yes	8	not call	-0,064585442	0,193655019	-0,394666861	0,154883049	-0,070740733
2. Collared 7 2014	2014 Collared 7_3	yes	9	not call	-0,003180935	-0,073785805	-0,09759885	0,013027614	-0,15291798
2. Collared 7 2014	2014 Collared 7_4	no	1	not call	-0,054946996	0,057935021	0,049225524	-0,021287589	-0,046337557
2. Collared 7 2014	2014 Collared 7_4	no	2	not call	-0,064392387	0,044963547	0,041478711	0,007290969	-0,044687427
2. Collared 7 2014	2014 Collared 7_4	no	3	not call	0,217033721	-0,052961409	-0,157435685	0,134950716	-0,024702694
2. Collared 7 2014	2014 Collared 7_4	no	4	not call	-0,083150973	-0,036664352	0,089536735	-0,010446857	-3,49E-05
2. Collared 7 2014	2014 Collared 7_4	no	5	not call	-0,029586494	0,116453169	-0,022611625	-0,062153021	-0,016596469
2. Collared 7 2014	2014 Collared 7_5	no	1	not call	-0,08514534	-0,290184614	0,11543316	0,026980544	0,022512144
2. Collared 7 2014	2014 Collared 7_5	no	2	not call	-0,070247154	0,06560604	0,014820443	-0,033359088	0,006663079
2. Collared 7 2014	2014 Collared 7_5	no	3	not call	-0,052508816	0,084503378	0,069065531	-0,036862003	-0,035589889
2. Collared 7 2014	2014 Collared 7_5	no	4	not call	-0,023590517	0,075448816	0,039199094	-0,019985194	-0,029475455
2. Collared 7 2014	2014 Collared 7_5	no	5	not call	-0,116949177	-0,289261291	-0,112246292	-0,070388501	0,075811402
2. Collared 7 2014	2014 Collared 7_6	no	1	not call	-0,063394617	0,093813385	-0,011721198	-0,06754885	0,032311552
2. Collared 7 2014	2014 Collared 7_6	no	2	not call	-0,073211082	-0,024687323	0,085219266	0,01031461	0,015471337
2. Collared 7 2014	2014 Collared 7_6	no	3	not call	0,094813508	0,186089421	0,011497628	-0,05118684	0,058376824
2. Collared 7 2014	2014 Collared 7_6	no	4	not call	0,059014037	0,161962378	0,016417455	-0,055656331	0,061319543
2. Collared 7 2014	2014 Collared 7_6	no	5	not call	-0,040617252	-0,171964068	0,015869028	0,059293692	-0,017984756
2. Collared 7 2014	2014 Collared 7_6	no	6	not call	0,020075159	0,08508543	-0,005986013	0,102316552	-0,006751294
2. Collared 7 2014	2014 Collared 7_7	yes	1	call	-0,050467348	-0,05226178	0,00084331	0,030993327	-0,058304079
2. Collared 7 2014	2014 Collared 7_7	yes	2	not call	-0,039787116	0,099715717	0,08676874	-0,023010615	-0,018784529
2. Collared 7 2014	2014 Collared 7_7	yes	3	not call	-0,077140155	0,157075042	0,053165481	-0,083039765	-0,011080942
2. Collared 7 2014	2014 Collared 7_7	yes	4	not call	-0,11195142	0,172868126	-0,462395788	0,152637927	-0,080660826
2. Collared 7 2014	2014 Collared 7_7	yes	5	not call	-0,004583117	-0,069068636	-0,119477421	-0,014367634	-0,168597113
2. Collared 7 2014	2014 Collared 7_7	yes	6	not call	-0,062646868	0,135491871	0,116210598	-0,0382187	-0,025484401
2. Collared 7 2014	2014 Collared 7_7	yes	7	not call	-0,039468755	-0,16241764	0,055631527	0,049092184	0,04564296
2. Collared 7 2014	2014 Collared 7_7	yes	8	not call	-0,137471107	-0,20652479	-0,289003833	-0,175919672	-0,073264833
2. Collared 7 2014	2014 Collared 7_8	yes	1	call	-0,044807747	-0,049366921	-0,015143675	0,04371869	-0,033155572
2. Collared 7 2014	2014 Collared 7_8	yes	2	not call	-0,022953593	0,099577944	0,058185284	-0,038721461	-0,014515975
2. Collared 7 2014	2014 Collared 7_8	yes	3	not call	-0,115358833	0,145534008	0,089367621	-0,023147509	-0,024049076
2. Collared 7 2014	2014 Collared 7_8	yes	4	not call	-0,147692792	0,169909158	-0,37080778	0,138731545	-0,043612607
2. Collared 7 2014	2014 Collared 7_8	yes	5	not call	0,017300567	-0,095370943	-0,113170822	-0,004716411	-0,223987658
2. Collared 7 2014	2014 Collared 7_8	yes	6	not call	-0,088069505	0,138606818	0,122480852	-0,059442864	0,007206277
2. Collared 7 2014	2014 Collared 7_8	yes	7	not call	-0,031922022	-0,163704601	0,0478638	0,044802574	0,048604709
2. Collared 7 2014	2014 Collared 7_9	yes	1	call	-0,039768543	-0,043582572	-0,001352887	0,053351285	-0,036429381
2. Collared 7 2014	2014 Collared 7_9	yes	2	not call	-0,019582196	0,097418776	0,067092423	-0,016967318	-0,014667017
2. Collared 7 2014	2014 Collared 7_9	yes	3	not call	-0,062890436	0,146819658	0,046621113	-0,034773806	-0,034115825
2. Collared 7 2014	2014 Collared 7_9	yes	4	not call	-0,123196937	0,183671475	-0,403357447	0,146320149	-0,072261191
2. Collared 7 2014	2014 Collared 7_9	yes	5	not call	-0,025910473	-0,062000724	-0,065009121	0,008814375	-0,13213076
2. Collared 7 2014	2014 Collared 7_9	yes	6	not call	-0,07970376	0,149407912	0,126431533	-0,047889257	-0,01547341
2. Collared 7 2014	2014 Collared 7_9	yes	7	not call	-0,028341719	-0,161720825	0,057843721	0,045354487	0,042032935
2. Collared 8 2014	2014 Collared 8_1	yes	1	call	-0,053265474	-0,054495161	0,015778731	0,045776577	-0,033782959
2. Collared 8 2014	2014 Collared 8_1	yes	2	not call	-0,072688926	0,06366922	0,077574203	-0,040316402	-0,01656189
2. Collared 8 2014	2014 Collared 8_1	yes	3	not call	-0,020670729	0,16037345	0,060186159	-0,004388982	-0,016837008
2. Collared 8 2014	2014 Collared 8_1	yes	4	not call	-0,081833824	0,000862682	0,078415737	-0,001377498	0,011314688
2. Collared 8 2014	2014 Collared 8_1	yes	5	not call	-0,183196629	-0,246747684	-0,156023254	-0,10849368	0,094211149
2. Collared 8 2014	2014 Collared 8_1	yes	6	not call	0,023996987	0,100233009	-0,04476579	0,072192892	0,029242573
2. Collared 8 2014	2014 Collared 8_1	yes	7	not call	0,391767612	0,014621015	-0,125438615	0,057027957	0,037623956
2. Collared 8 2014	2014 Collared 8_1	yes	8	not call	-0,079676348	-0,207180861	-0,045618633	-0,083196066	-0,001547376
2. Collared 8 2014	2014 Collared 8_2	no	1	not call	-0,055674251	0,106875723	0,006715053	-0,045547124	0,011469062
2. Collared 8 2014	2014 Collared 8_2	no	2	not call	-0,010368014	0,024580425	-0,100930893	0,05645837	0,03979403
2. Collared 8 2014	2014 Collared 8_2	no	3	not call	-0,08472647	0,061063244	0,053361239	-0,02368676	0,00321901
2. Collared 8 2014	2014 Collared 8_2	no	4	not call	-0,000369342	-0,004847658	-0,001592355	0,049921317	0,067967828
2. Collared 8 2014	2014 Collared 8_2	no	5	not call	-0,029125093	0,150732448	0,046990793	0,007467515	-0,03087984
2. Collared 8 2014	2014 Collared 8_2	no	6	not call	-0,037582165	0,022754506	0,054287455	0,022092256	-0,037084175
2. Collared 8 2014	2014 Collared 8_2	no	7	not call	0,002849484	0,189820211	-0,081014889	-0,239108019	-0,10878908
2. Collared 8 2014	2014 Collared 8_2	no	8	not call	0,004912504	-0,073700347	-0,089936412	0,079246617	0,05388029
2. Collared 8 2014	2014 Collared 8_2	no	9	not call	-0,0162373	0,115739274	0,052265014	0,050788231	-0,051499271
2. Collared 8 2014	2014 Collared 8_2	no	10	not call	-0,059928495	-0,174551384	0,070478177	0,027896613	0,011714281
2. Collared 8 2014	2014 Collared 8_3	yes	1	call	-0,047143263	-0,043893464	0,011805427	0,029319567	-0,049085794
2. Collared 8 2014	2014 Collared 8_3	yes	2	not call	-0,024045374	0,061757735	0,052940705	-0,010137504	-0,0225065
2. Collared 8 2014	2014 Collared 8_3	yes	3	not call	-0,112923069	0,097045945	0,050197266	-0,088627003	-0,000500186
2. Collared 8 2014	2014 Collared 8_3	yes	4	not call	0,15013904	-0,234798259	-0,078707811	0,04220274	0,070165726
2. Collared 8 2014	2014 Collared 8_3	yes	5	not call	-0,012152094	0,05067659	0,037659337	-0,003869976	-0,026557897
2. Collared 8 2014	2014 Collared 8_3	yes	6	not call	0,039976284	0,137494815	-0,116700563	-0,112234272	0,087777724
2. Collared 8 2014	2014 Collared 8_3	yes	7	not call	-0,081526602	-0,223432852	-0,083735291	-0,015434323	0,033911244
2. Collared 8 2014	2014 Collared 8_3	yes	8	not call	0,098608668	0,142464286	-0,124838076	-0,055590215	0,090753908
2. Collared 8 2014	2014 Collared 8_3	yes	9	not call	0,149817729	-0,231970514	-0,115450703	0,022886118	-0,346252685
2. Collared 8 2014	2014 Collared 8_3	yes	10	not call	0,064760686	0,071175961	-0,061635769	-0,017182909	0,131491016
2. Collared 8 2014	2014 Collared 8_4	no	1	not call	-0,069053602	0,06405719	0,046089544	0,002079829	-0,03876785
2. Collared 8 2014	2014 Collared 8_4	no	2	not call	-0,021718596	0,149522096	0,065755142	-0,030700793	-0,00901846
2. Collared 8 2014	2014 Collared 8_4	no	3	not call	-0,081844148	0,003289039	0,080190341	-5,74E-05	0,003988287
2. Collared 8 2014	2014 Collared 8_4	no	4	not call	-0,14628638	-0,236620099	-0,094643236	-0,085635914	-0,041649693
2. Collared 8 2014	2014 Collared 8_4	no	5	not call	0,017637951	0,09399363	-0,036063135	0,075594792	0,026721986
2. Collared 8 2014	2014 Collared 8_4	no	6	not call	0,435382735	0,031577389	-0,047872749	0,040648911	0,078722259
2. Collared 8 2014	2014 Collared 8_4	no	7	not call	0,125082799	-0,20874174	-0,108638904	0,066354454	-0,26007045
2. Collared 8 2014	2014 Collared 8_4	no	8	not call	-0,053430904	0,134203511	0,093858329	-0,035799404	-0,033713381
2. Collared 8 2014	2014 Collared 8_5	no	1	not call	0,026725482	0,031771396	-0,272114804	0,020157423	-0,036085048
2. Collared 8 2014	2014 Collared 8_5	no	2	not call	-0,000780712	0,027934244	-0,312269601	-0,006019908	-0,076299258
2. Collared 8 2014	2014 Collared 8_5	no	3	not call	-0,022729891	0,061555559	0,03929166	-0,022107152	-0,038929008
2. Collared 8 2014	2014 Collared 8_5	no	4	not call	-0,086954074	0,093977648	-0,008865636	-0,025226626	-0,090902143
2. Collared 8 2014	2014 Collared 8_5	no	5	not call	0,172548821	-0,24954833	-0,102986943	0,053301186	0,036907322
2. Collared 8 2014	2014 Collared 8_5	no	6	not call	-0,04596093	0,047315831	0,06914885	0,023982492	-0,049616834
2. Collared 8 2014	2014 Collared 8_5	no	7	not call	0,081803451	0,157621053	-0,167665059	-0,17244607	0,058191312
2. Collared 8 2014	2014 Collared 8_5	no	8	not call	-0,049272389	0,235557212	-0,12562506	-0,178290829	-0,047584886
2. Collared 8 2014	2014 Collared 8_5	no	9	not call	0,031380273	-0,075542707	-0,101799835	0,064720109	0,03643134
2. Collared 8 2014	2014 Collared 8_5	no	10	not call	0,026911799	0,121298018	-0,000679876	0,031329262	-0,090704373
2. Collared 8 2014	2014 Collared 8_6	no	1	not call	-0,013040129	0,032873294	-0,205736917	0,024228368	0,007465649
2. Collared 8 2014	2014 Collared 8_6	no	2	not call	-0,018351315	0,078761421	0,051937787	-0,01605241	-0,044729044
2. Collared 8 2014	2014 Collared 8_6	no	3	not call	-0,053913997	0,093740475	-0,02431287	-0,024376135	-0,031954676
2. Collared 8 2014	2014 Collared 8_6	no	4	not call	0,052792341	-0,209209139	-0,099541304	0,030367766	0,074812338
2. Collared 8 2014	2014 Collared 8_6	no	5	not call	-0,035075392	0,05591089	0,052839293	0,023337651	-0,047755119
2. Collared 8 2014	2014 Collared 8_6	no	6	not call	-0,033170074	0,15125303	-0,173754415	-0,187868301	-0,181724181
2. Collared 8 2014	2014 Collared 8_6	no	7	not call	-0,081212503	-0,052157369	0,064116586	-0,039565794	0,062374469
2. Collared 8 2014	2014 Collared 8_6	no	8	not call	-0,013657736	0,107076267	0,071350704	0,03449775	-0,047425192
2. Collared 8 2014	2014 Collared 8_6	no	9	not call	-0,045000097	-0,286214701	0,058826659	0,043776386	0,048081396
2. Collared 8 2014	2014 Collared 8_8	no	1	not call	0,072473368	0,034703409	-0,220158146	0,036776532	0,020519271
2. Collared 8 2014	2014 Collared 8_8	no	2	not call	0,053667719	0,03301621	-0,150064051	0,051963549	0,070507797
2. Collared 8 2014	2014 Collared 8_8	no	3	not call	0,008117181	0,001302752	-0,127244526	0,061358581	0,037273465
2. Collared 8 2014	2014 Collared 8_8	no	4	not call	-0,081666645	0,051470495	0,040997448	-0,033507684	-0,025526444
2. Collared 8 2014	2014 Collared 8_8	no	5	not call	-0,017179228	-0,010384535	-0,004980205	0,055784845	0,023178984
2. Collared 8 2014	2014 Collared 8_8	no	6	not call	-0,021693371	0,118416279	-0,019366563	-0,033121284	-0,018237237
2. Collared 8 2014	2014 Collared 8_8	no	7	not call	-0,073336368	-0,027213431	0,096334189	0,010991739	0,007091593
2. Collared 8 2014	2014 Collared 8_8	no	8	not call	0,076722464	0,140428172	0,000671289	-0,097789521	0,095232002
2. Collared 8 2014	2014 Collared 8_8	no	9	not call	0,081194093	0,156660825	-0,025662941	-0,079933473	0,072632775
2. Collared 8 2014	2014 Collared 8_8	no	10	not call	-0,054421935	-0,217254192	0,100842299	0,025728415	0,011784565
2. Collared 8 2014	2014 Collared 8_8	no	11	not call	-0,063199307	0,078928354	-0,196630637	0,022563949	-0,077373333
2. Collared 9 2014	2014 Collared 9 S_2	yes	1	call	-0,072778881	-0,03387699	0,044519331	0,026785336	0,008687579
2. Collared 9 2014	2014 Collared 9 S_2	yes	2	not call	-0,015881491	0,020659457	0,031981997	0,120287403	-0,058021802
2. Collared 9 2014	2014 Collared 9 S_2	yes	3	not call	0,408563962	0,119558538	-0,137462845	0,08354305	-0,00260348
2. Collared 9 2014	2014 Collared 9 S_2	yes	4	not call	-0,032788563	-0,225138967	-0,083941202	0,021218364	0,024264065
2. Collared 9 2014	2014 Collared 9 S_2	yes	5	not call	0,403669579	0,125599268	-0,148914041	0,087781331	0,010711719
2. Collared 9 2014	2014 Collared 9 S_2	yes	6	not call	-0,012029354	0,004898244	0,042567481	0,109329487	-0,072304575
2. Collared 9 2014	2014 Collared 9 S_2	yes	7	not call	0,368547168	0,140658138	-0,16213458	0,090637472	0,0227092
2. Collared 9 2014	2014 Collared 9 S_2	yes	8	not call	-0,041461573	-0,227266687	-0,107680932	0,014256854	-0,002248724
2. Collared 9 2014	2014 Collared 9 S_2	yes	9	not call	0,421092311	0,127334226	-0,174780322	0,109692776	0,023289093
2. Collared 9 2014	2014 Collared 9 S_2	yes	10	not call	-0,047282813	0,111078656	0,038715147	-0,015333985	-0,002371067
2. Collared 9 2014	2014 Collared 9 S_2	yes	11	not call	-0,029299753	0,020156803	-0,069869505	-0,008241469	0,001219973
2. Collared 9 2014	2014 Collared 9 S_2	yes	12	not call	-0,05348124	0,149843762	0,085249146	0,044109576	-0,053623912
2. Collared 9 2014	2014 Collared 9 S_2	yes	13	not call	-0,017836384	0,017011662	-0,093412939	-0,085369337	-0,001703434
2. Collared 9 2014	2014 Collared 9 S_2	yes	14	not call	-0,04190451	-0,194918877	0,027264568	0,045348915	0,061207869
2. Collared 9 2014	2014 Collared 9 S_2	yes	15	not call	-0,049902226	-0,204116461	0,020800566	0,03052739	0,033439628
2. Collared 9 2014	2014 Collared 9 S_2	yes	16	not call	0,007246556	0,09701771	0,064227428	0,000221347	0,026337831
2. Collared 9 2014	2014 Collared 9 S_2	yes	17	not call	-0,037158609	-0,071969035	-0,030904585	-0,145013636	0,064254805
2. Collared 9 2014	2014 Collared 9 S_2	yes	18	not call	0,001790123	0,09147854	0,067456645	0,020486256	0,009440421
2. Collared 9 2014	2014 Collared 9 S_2	yes	19	not call	0,023396504	-0,080137039	-0,160691828	-0,097931081	-0,169252019
2. Collared 9 2014	2014 Collared 9 S_2	yes	20	not call	-0,062058648	0,176470215	-0,164284442	0,002795048	0,106276127
2. Collared 9 2014	2014 Collared 9 S_2	yes	21	not call	0,079757089	-0,295600305	0,012024338	0,114356211	-0,230442507
2. Collared 9 2014	2014 Collared 9 S_2	yes	22	not call	0,07156422	0,117408858	-0,032503622	-0,04548321	-0,091126288
2. Collared 9 2014	2014 Collared 9 S_2	yes	23	not call	0,056337413	-0,161601293	-0,047143754	0,041466539	0,126360226
2. Collared 9 2014	2014 Collared 9 S_5	yes	1	call	-0,077575547	-0,038003935	0,030549431	-0,002615576	-0,005487867
2. Collared 9 2014	2014 Collared 9 S_5	yes	2	not call	0,146919719	-0,136794723	-0,198806339	-0,00410521	-0,032650563
2. Collared 9 2014	2014 Collared 9 S_5	yes	3	not call	-0,030013469	0,083845486	0,090746289	0,021504045	-0,02973833
2. Collared 9 2014	2014 Collared 9 S_5	yes	4	not call	-0,012933284	-0,044885655	-0,066041099	-0,005259119	-0,009663283
2. Collared 9 2014	2014 Collared 9 S_5	yes	5	not call	-0,083786625	-0,212499598	-0,052057937	-0,013757217	-0,005048884
2. Collared 9 2014	2014 Collared 9 S_5	yes	6	not call	-0,034110264	0,11078602	0,025977564	-0,007924683	0,012844452
2. Collared 9 2014	2014 Collared 9 S_5	yes	7	not call	0,006924779	0,113045286	0,054984394	0,000228888	-0,040187307
2. Collared 9 2014	2014 Collared 9 S_5	yes	8	not call	-0,007522089	0,126964833	0,077466804	0,016169985	-0,044427589
2. Collared 9 2014	2014 Collared 9 S_5	yes	9	not call	0,020397633	0,030431731	-0,270758857	-0,194360707	-0,111229378
2. Collared 9 2014	2014 Collared 9 S_5	yes	10	not call	-0,058178816	-0,004092258	0,050836373	0,044639249	0,017011996
2. Collared 9 2014	2014 Collared 9 S_6	yes	1	call	-0,06749625	-0,029203769	0,015913389	0,021449204	0,010918621
2. Collared 9 2014	2014 Collared 9 S_6	yes	2	not call	0,127558548	-0,144383202	-0,203366347	-0,032696065	-0,060632221
2. Collared 9 2014	2014 Collared 9 S_6	yes	3	not call	-0,027334777	0,080198099	0,069598358	0,019070591	-0,050244544
2. Collared 9 2014	2014 Collared 9 S_6	yes	4	not call	-0,027485802	-0,035273355	-0,049208587	0,009336436	0,040646755
2. Collared 9 2014	2014 Collared 9 S_6	yes	5	not call	-0,074749952	-0,205568568	-0,039153102	0,002892577	0,032207397
2. Collared 9 2014	2014 Collared 9 S_6	yes	6	not call	-0,006501326	0,104307781	0,022297982	-0,006559586	0,025143046
2. Collared 9 2014	2014 Collared 9 S_6	yes	7	not call	-0,070992629	0,007517931	0,069356262	0,016143244	-0,014567407
2. Collared 9 2014	2014 Collared 9 S_6	yes	8	not call	-0,032523619	0,12822146	-0,003549658	-0,003333296	0,019129083
2. Collared 9 2014	2014 Collared 9 S_6	yes	9	not call	-0,032868312	-0,067670882	-0,053979818	0,078247186	0,012386665
2. Collared 9 2014	2014 Collared 9 S_6	yes	10	not call	-0,016651754	0,09276973	0,008325985	0,032837666	0,007707053
2. Collared 9 2014	2014 Collared 9 S_6	yes	11	not call	-0,045227078	-0,242157329	-0,05740888	0,005483985	0,01557096
2. Collared 9 2014	2014 Collared 9 S_6	yes	12	not call	-0,081455708	0,027675352	-0,026154647	-0,131160807	-0,022502695
2. Collared 9 2014	2014 Collared 9 S_7	yes	1	call	-0,070942747	-0,045240512	-0,00200303	-0,001093553	-0,002916863
2. Collared 9 2014	2014 Collared 9 S_7	yes	2	not call	0,581178073	-0,072006514	0,050557917	0,020947374	0,021179226
2. Collared 9 2014	2014 Collared 9 S_7	yes	3	not call	-0,0211481	0,057978287	-0,074556698	0,001363424	0,050457264
2. Collared 9 2014	2014 Collared 9 S_7	yes	4	not call	-0,04803437	0,117301515	0,045145479	-0,010046275	-0,009333752
2. Collared 9 2014	2014 Collared 9 S_7	yes	5	not call	-0,038578594	0,040310114	0,046806874	0,076655985	-0,025147483
2. Collared 9 2014	2014 Collared 9 S_7	yes	6	not call	0,018468817	0,088737475	0,054129261	-0,036050267	0,019655074
2. Collared 9 2014	2014 Collared 9 S_7	yes	7	not call	0,028709368	-0,003262168	-0,147261508	0,061592545	0,105937381
2. Collared 9 2014	2014 Collared 9 S_7	yes	8	not call	0,095085677	-0,198319771	-0,328760757	-0,047300757	-0,19396641
2. Collared 9 2014	2014 Collared 9 S_7	yes	9	not call	0,046054439	-0,19892289	-0,306306924	-0,028077992	-0,176407095
2. Collared 9 2014	2014 Collared 9 S_7	yes	10	not call	-0,007664875	0,116251495	0,015471088	0,022060449	-0,00040988
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_1	yes	1	call	-0,037315398	-0,014634607	0,035019624	0,053354773	-0,09016769
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_1	yes	2	not call	-0,031883316	0,122391462	-0,005213315	-0,051796006	-0,001857809
