Individual	Song	song.has.call	Syllable	call	pc_1_value	pc_2_value	pc_3_value	pc_4_value	pc_5_value
2. Collared 10 2013	2013 Collared 10_1	no	1	not call	-0,066870187	0,038170317	0,019621769	0,054908749	0,0271463
2. Collared 10 2013	2013 Collared 10_1	no	2	not call	-0,052146906	0,066211056	0,028524784	-0,019470093	-0,025361176
2. Collared 10 2013	2013 Collared 10_1	no	3	not call	-0,043005033	0,144615224	0,021155169	0,005063195	0,038032346
2. Collared 10 2013	2013 Collared 10_1	no	4	not call	0,026280292	-0,152711512	-0,075103253	0,122375	-0,087748113
2. Collared 10 2013	2013 Collared 10_1	no	5	not call	0,069190573	-0,207332935	-0,11690431	0,040639016	-0,127073263
2. Collared 10 2013	2013 Collared 10_1	no	6	not call	-0,007965384	0,100408403	-0,04456952	0,049682484	0,030018035
2. Collared 10 2013	2013 Collared 10_1	no	7	not call	-0,005027681	-0,215369169	0,022449085	0,006678415	0,040139106
2. Collared 10 2013	2013 Collared 10_3	yes	1	call	-0,074186928	-0,070468694	0,041811714	0,00913885	-0,022603591
2. Collared 10 2013	2013 Collared 10_3	yes	2	not call	-0,001821629	0,064898992	0,050497662	0,013936077	-0,033964131
2. Collared 10 2013	2013 Collared 10_3	yes	3	not call	-0,041020596	0,13409111	0,010752196	-0,019340831	0,014954942
2. Collared 10 2013	2013 Collared 10_3	yes	4	not call	-0,05399874	-0,074418205	0,051602161	0,037971561	-0,02655741
2. Collared 10 2013	2013 Collared 10_3	yes	5	not call	-0,037720971	0,105741113	0,065451334	-0,058201094	0,024390265
2. Collared 10 2013	2013 Collared 10_3	yes	6	not call	-0,039803678	-0,223973048	0,06864301	0,076435324	0,007904597
2. Collared 10 2013	2013 Collared 10_3	yes	7	not call	-0,019339567	0,093966169	0,079826994	-0,027697177	0,018971173
2. Collared 10 2013	2013 Collared 10_5	yes	1	call	-0,063888669	-0,072492566	0,031224355	0,02522953	-0,031613617
2. Collared 10 2013	2013 Collared 10_5	yes	2	not call	-0,014597445	0,084777788	0,031539555	-0,000440982	-0,023833284
2. Collared 10 2013	2013 Collared 10_5	yes	3	not call	-0,015590943	0,089340727	0,038517387	-0,005262436	-0,034491284
2. Collared 10 2013	2013 Collared 10_5	yes	4	not call	-0,016451249	0,134872279	0,013003294	0,030279196	-0,022020601
2. Collared 10 2013	2013 Collared 10_5	yes	5	not call	-0,069634781	-0,071116788	0,064179869	0,036334887	-0,006787544
2. Collared 10 2013	2013 Collared 10_6	yes	1	call	-0,064952973	-0,064385412	0,030681542	0,021113814	0,026162839
2. Collared 10 2013	2013 Collared 10_6	yes	2	not call	-0,001104928	0,085216029	0,065836	-0,002398116	-0,059038586
2. Collared 10 2013	2013 Collared 10_6	yes	3	not call	-0,04393747	0,09372645	0,037084839	-0,011316573	-0,021960993
2. Collared 10 2013	2013 Collared 10_6	yes	4	not call	-0,067140132	-0,079075163	0,071328665	0,023905817	0,015479909
2. Collared 10 2013	2013 Collared 10_6	yes	5	not call	0,659379952	-0,115756096	0,06175076	-0,039734106	-0,009182289
2. Collared 10 2013	2013 Collared 10_6	yes	6	not call	-0,017676696	0,097417206	-0,035542168	0,027888763	0,039825238
2. Collared 10 2013	2013 Collared 10_7	yes	1	call	-0,074787707	0,014293467	0,055864026	0,036284521	0,004832712
2. Collared 10 2013	2013 Collared 10_7	yes	2	not call	-0,030533231	0,089538619	0,011142867	-0,024676811	0,011089403
2. Collared 10 2013	2013 Collared 10_7	yes	3	not call	-0,070821815	-0,07740685	0,085617491	0,018179633	0,007068268
2. Collared 10 2013	2013 Collared 10_7	yes	4	not call	-0,056502625	0,146262881	0,051826518	0,011760027	-0,007508432
2. Collared 10 2013	2013 Collared 10_7	yes	5	not call	0,037370856	-0,151926145	-0,114737946	0,118793778	-0,095412678
2. Collared 10 2013	2013 Collared 10_7	yes	6	not call	0,061518014	-0,175000473	-0,151447466	0,060310692	-0,097961613
2. Collared 10 2013	2013 Collared 10_7	yes	7	not call	-0,027920719	0,092019564	-0,047899113	0,005702511	0,009940797
2. Collared 3 2013	2013 Collared 3_1	yes	1	call	-0,07421974	-0,040726401	0,026462706	0,046212453	0,034068123
2. Collared 3 2013	2013 Collared 3_1	yes	2	not call	-0,039701559	0,092406343	0,065787285	-0,038722491	-0,009038519
2. Collared 3 2013	2013 Collared 3_1	yes	3	not call	-0,075428	0,020878302	0,026799329	-0,002289748	-0,005645277
2. Collared 3 2013	2013 Collared 3_1	yes	4	not call	-0,04167541	0,144751184	0,086728157	-0,076982659	-0,034762397
2. Collared 3 2013	2013 Collared 3_1	yes	5	not call	-0,062565696	0,020302923	0,040120483	0,015102966	-0,014243572
2. Collared 3 2013	2013 Collared 3_1	yes	6	not call	0,076738618	0,162572047	-0,079415478	0,022136297	0,060341923
2. Collared 3 2013	2013 Collared 3_1	yes	7	not call	-0,092421581	-0,242931566	0,056823896	-0,015291311	0,035142576
2. Collared 3 2013	2013 Collared 3_1	yes	8	not call	0,128043917	0,14450303	-0,090103147	0,055876407	0,036556469
2. Collared 3 2013	2013 Collared 3_1	yes	9	not call	-0,052485273	-0,138086159	0,063896632	0,042560321	0,00597778
2. Collared 3 2013	2013 Collared 3_1	yes	10	not call	0,732191498	-0,06592974	0,099109058	0,029298544	-0,033540092
2. Collared 3 2013	2013 Collared 3_1	yes	11	not call	-0,060577341	-0,064255402	0,020293113	0,041593004	0,010522881
2. Collared 3 2013	2013 Collared 3_1	yes	12	not call	0,725002955	-0,054521	0,061915342	-0,073975387	-0,050210751
2. Collared 3 2013	2013 Collared 3_1	yes	13	not call	-0,001191163	0,020597828	0,06482395	0,067548818	-0,051074263
2. Collared 3 2013	2013 Collared 3_2	yes	1	call	-0,064359594	-0,062261647	0,084027733	0,032005482	-0,000641968
2. Collared 3 2013	2013 Collared 3_2	yes	2	not call	-0,051171332	0,096381529	0,064800533	-0,008039414	-0,027553932
2. Collared 3 2013	2013 Collared 3_2	yes	3	not call	0,694970841	-0,190224364	0,064606175	-0,044246811	-0,078632258
2. Collared 3 2013	2013 Collared 3_2	yes	4	not call	-0,07916732	-0,042729004	0,026546118	0,018635881	0,028808301
2. Collared 3 2013	2013 Collared 3_2	yes	5	not call	-0,224941909	0,080629576	-0,336614267	-0,130520382	-0,357959448
2. Collared 3 2013	2013 Collared 3_2	yes	6	not call	-0,060379133	-0,254093458	-0,114676671	-0,153988174	0,139400262
2. Collared 3 2013	2013 Collared 3_2	yes	7	not call	-0,120425119	0,089253351	-0,264877292	-0,315101735	-0,545684005
2. Collared 3 2013	2013 Collared 3_2	yes	8	not call	-0,059295078	-0,251453351	0,040295777	0,027634722	0,059841255
2. Collared 3 2013	2013 Collared 3_3	no	1	not call	0,011526537	0,043480162	-0,139398797	0,062221995	-0,014795112
2. Collared 3 2013	2013 Collared 3_3	no	2	not call	-0,02816494	0,121544554	0,028048611	-0,034541283	-0,011093514
2. Collared 3 2013	2013 Collared 3_3	no	3	not call	0,741650158	-0,20631343	0,031097445	0,021559592	-0,073253871
2. Collared 3 2013	2013 Collared 3_3	no	4	not call	-0,062821824	-0,066157508	0,060396292	0,043880438	-0,009211248
2. Collared 3 2013	2013 Collared 3_3	no	5	not call	-0,041545679	0,098666241	0,065232414	-0,011022843	-0,030428236
2. Collared 3 2013	2013 Collared 3_3	no	6	not call	-0,054934679	-0,148322431	0,078491968	0,058869983	0,021222423
2. Collared 3 2013	2013 Collared 3_3	no	7	not call	0,831883987	-0,205551139	0,039066387	-0,064944556	-0,09617188
2. Collared 3 2013	2013 Collared 3_3	no	8	not call	0,060388612	0,108628575	-0,034352651	0,05633687	0,079712131
2. Collared 3 2013	2013 Collared 3_3	no	9	not call	-0,004769869	-0,28130201	0,01732953	0,039520547	-0,158660538
2. Collared 3 2013	2013 Collared 3_3	no	10	not call	-0,041261777	0,082029457	0,071774841	-0,019734137	-0,033270731
2. Collared 3 2013	2013 Collared 3_3	no	11	not call	-0,157083453	-0,235426	0,177260773	-0,179144912	0,143319954
2. Collared 3 2013	2013 Collared 3_5	yes	1	call	-0,049454105	-0,056615462	0,04251435	0,047829084	0,008521541
2. Collared 3 2013	2013 Collared 3_5	yes	2	not call	-0,034945299	0,098698744	0,06719234	0,00298347	-0,003192124
2. Collared 3 2013	2013 Collared 3_5	yes	3	not call	-0,080208204	0,018056536	0,039909986	-0,009117063	-0,027233812
2. Collared 3 2013	2013 Collared 3_5	yes	4	not call	-0,012200508	0,140826765	0,094633486	-0,073183927	-0,015383025
2. Collared 3 2013	2013 Collared 3_5	yes	5	not call	0,652002369	0,006685627	0,043366984	-0,001856159	-0,026326509
2. Collared 3 2013	2013 Collared 3_5	yes	6	not call	-0,048738469	0,017274149	-0,016910619	0,044348455	-0,134293191
2. Collared 3 2013	2013 Collared 3_5	yes	7	not call	-0,069168899	-0,240173052	0,052271452	0,01797171	0,071386928
2. Collared 3 2013	2013 Collared 3_5	yes	8	not call	-0,06190409	-0,266078549	0,04058862	0,012594672	0,059705574
2. Collared 3 2013	2013 Collared 3_5	yes	9	not call	-0,020453338	-0,054288267	-0,077822285	-0,018082461	-0,166628059
2. Collared 3 2013	2013 Collared 3_5	yes	10	not call	0,053397522	0,114117254	0,050368222	0,000721066	-0,10562621
2. Collared 3 2013	2013 Collared 3_5	yes	11	not call	0,743116566	-0,126310476	0,077041344	0,018665746	-0,069609692
2. Collared 3 2013	2013 Collared 3_5	yes	12	not call	-0,043928519	-0,251966207	-0,007917078	0,033666899	0,105513886
2. Collared 3 2013	2013 Collared 3_5	yes	13	not call	-0,064939192	-0,244068751	0,083165553	0,026863854	0,062896873
2. Collared 3 2013	2013 Collared 3_5	yes	14	not call	-0,010236297	-0,03951357	-0,093538537	-0,042378378	-0,18603854
2. Collared 3 2013	2013 Collared 3_6	no	1	not call	-0,015735881	0,023337956	0,02818073	0,073089722	-0,070372827
2. Collared 3 2013	2013 Collared 3_6	no	2	not call	-0,014615634	0,030268554	-0,002847541	0,060133157	-0,079148934
2. Collared 3 2013	2013 Collared 3_6	no	3	not call	-0,030902363	0,153101261	0,096358658	-0,105155175	-0,023866542
2. Collared 3 2013	2013 Collared 3_6	no	4	not call	-0,075703676	0,033508209	0,067298007	-0,007880068	-0,023705219
2. Collared 3 2013	2013 Collared 3_6	no	5	not call	0,073755048	0,196475656	-0,091440635	-0,037996141	0,088913404
2. Collared 3 2013	2013 Collared 3_6	no	6	not call	-0,093167353	-0,235503427	0,067471381	-0,031829008	0,048729632
2. Collared 3 2013	2013 Collared 3_6	no	7	not call	0,087483738	0,168782121	-0,062140773	0,033363084	0,032318969
2. Collared 3 2013	2013 Collared 3_6	no	8	not call	-0,07639629	-0,084089383	0,086032222	0,006739544	-0,015185801
2. Collared 3 2013	2013 Collared 3_6	no	9	not call	-0,041051966	0,090833893	0,086251952	-0,003708402	-0,032947408
Collared 2013 4	2013 Collared 4_1	yes	1	call	-0,070189504	-0,044622331	0,049417026	0,042108941	0,01509066
Collared 2013 4	2013 Collared 4_1	yes	2	not call	-0,038069406	0,100679856	0,076194705	-0,034354848	-0,04412615
Collared 2013 4	2013 Collared 4_1	yes	3	not call	-0,042270346	0,120544654	0,045325009	0,010722301	0,007507511
Collared 2013 4	2013 Collared 4_1	yes	4	not call	0,498106931	0,016838554	0,145325284	-0,029513195	0,089965603
Collared 2013 4	2013 Collared 4_1	yes	5	not call	-0,071729547	-0,060150193	0,076937353	0,016616539	-0,012167338
Collared 2013 4	2013 Collared 4_1	yes	6	not call	0,547047217	-0,010057816	0,054205263	-0,044211382	-0,000814164
Collared 2013 4	2013 Collared 4_1	yes	7	not call	-0,069359125	-0,052600405	0,06125284	0,035025862	-0,005488347
Collared 2013 4	2013 Collared 4_1	yes	8	not call	0,675625868	-0,006817224	0,081492153	0,015094323	0,006519518
Collared 2013 4	2013 Collared 4_2	no	1	not call	0,040062832	0,071827728	-0,103468955	0,094118332	-0,026877811
Collared 2013 4	2013 Collared 4_2	no	2	not call	-0,076453977	0,115510952	0,060911982	-0,075323105	0,01552112
Collared 2013 4	2013 Collared 4_2	no	3	not call	-0,108470073	-0,016291964	0,121074548	0,068592684	-0,018966031
Collared 2013 4	2013 Collared 4_2	no	4	not call	0,0874835	0,150264657	-0,102636504	0,056720483	0,101917778
Collared 2013 4	2013 Collared 4_2	no	5	not call	-0,009971461	-0,143367287	0,030958031	-0,024760637	0,019692153
Collared 2013 4	2013 Collared 4_2	no	6	not call	-0,047132011	0,101587424	0,027150582	-0,045426395	0,024746402
Collared 2013 4	2013 Collared 4_2	no	7	not call	0,054215917	0,117234189	-0,011471577	-0,113104109	0,081695618
Collared 2013 4	2013 Collared 4_3	no	1	not call	0,049627675	0,056094356	-0,197585141	0,045361265	-0,061916731
Collared 2013 4	2013 Collared 4_3	no	2	not call	-0,051357423	0,124012455	0,084005071	-0,081124738	0,023101346
Collared 2013 4	2013 Collared 4_3	no	3	not call	-0,066746318	-0,026059635	0,055222354	0,032689493	-0,006733349
Collared 2013 4	2013 Collared 4_3	no	4	not call	0,06785434	0,112591319	-0,087976247	0,076959706	0,04047564
Collared 2013 4	2013 Collared 4_3	no	5	not call	0,00517702	-0,144564684	0,023494629	-0,032733847	-0,017497615
Collared 2013 4	2013 Collared 4_3	no	6	not call	-0,058519058	0,122189228	0,044992024	-0,020861891	-0,011041628
Collared 2013 4	2013 Collared 4_3	no	7	not call	0,077017519	-0,292269984	-0,084780405	-0,147217201	0,265049035
Collared 2013 4	2013 Collared 4_3	no	8	not call	-0,216941402	-0,217722343	-0,239182931	-0,158990214	0,055264162
Collared 2013 4	2013 Collared 4_3	no	9	not call	-0,100946798	-0,037302645	-0,22751935	-0,13087115	-0,238775335
Collared 2013 4	2013 Collared 4_3	no	10	not call	-0,042427341	0,171574891	0,054586821	0,011074887	-0,003308197
Collared 2013 4	2013 Collared 4_3	no	11	not call	-0,027181508	0,038137127	0,032504685	0,015576476	-0,017753988
Collared 2013 4	2013 Collared 4_3	no	12	not call	0,376533754	-0,071950126	0,174309236	-0,156554979	0,119972365
Collared 2013 4	2013 Collared 4_4	no	1	not call	0,026690765	0,059245654	-0,123848007	0,064146371	-0,037461416
Collared 2013 4	2013 Collared 4_4	no	2	not call	-0,05913733	0,117533945	0,079647144	-0,066019503	0,007971241
Collared 2013 4	2013 Collared 4_4	no	3	not call	-0,085098284	-0,00873287	0,127416309	0,048349971	-0,056078639
Collared 2013 4	2013 Collared 4_4	no	4	not call	0,114554446	0,125182571	-0,106499494	0,064619017	0,087858516
Collared 2013 4	2013 Collared 4_4	no	5	not call	-0,056708763	-0,147538529	0,108720054	-0,009189798	-0,014971447
Collared 2013 4	2013 Collared 4_4	no	6	not call	-0,061324081	0,120914186	0,054958267	-0,040777691	0,036925426
Collared 2013 4	2013 Collared 4_4	no	7	not call	0,078637446	-0,185952384	-0,024258301	-0,196580155	0,227208841
Collared 2013 4	2013 Collared 4_4	no	8	not call	0,044725163	0,097297917	-0,128069926	0,098933574	0,03841922
Collared 2013 4	2013 Collared 4_4	no	9	not call	-0,056937499	-0,018865401	-0,068572156	0,030473001	0,035104798
Collared 2013 4	2013 Collared 4_4	no	10	not call	0,631254174	-0,074157063	0,083381142	-0,052293669	-0,020071687
Collared 2013 4	2013 Collared 4_4	no	11	not call	-0,218428443	-0,224217036	0,166745687	-0,246717843	0,070975375
Collared 2013 4	2013 Collared 4_4	no	12	not call	0,049818673	0,148986654	-0,109834257	0,057309866	0,075904897
Collared 2013 4	2013 Collared 4_4	no	13	not call	-0,059801528	-0,010202183	-0,02583909	0,016100858	0,018236411
Collared 2013 4	2013 Collared 4_4	no	14	not call	0,645499639	-0,054547525	0,065572795	-0,045733954	-0,05055856
Collared 2013 4	2013 Collared 4_4	no	15	not call	-0,013297493	0,11700262	-0,030755093	0,036124136	-0,027305996
Collared 2013 4	2013 Collared 4_5	no	1	not call	0,588677257	0,004505204	0,04454735	-0,103631368	0,00327218
Collared 2013 4	2013 Collared 4_5	no	2	not call	0,02283081	0,061250097	-0,145005845	0,041544483	-0,036162849
Collared 2013 4	2013 Collared 4_5	no	3	not call	-0,027935031	0,076858868	0,074464939	-0,014833887	-0,060401959
Collared 2013 4	2013 Collared 4_5	no	4	not call	0,002459638	0,138138407	0,072656179	0,060541238	-0,010984207
Collared 2013 4	2013 Collared 4_5	no	5	not call	-0,050098809	-0,053442665	0,032714037	0,048056274	-0,003745887
Collared 2013 4	2013 Collared 4_6	no	1	not call	0,689654061	-0,069260265	0,05716694	-0,004521645	-0,062613449
Collared 2013 4	2013 Collared 4_6	no	2	not call	-0,08355443	-0,030823104	0,032837843	0,022190974	0,003237767
Collared 2013 4	2013 Collared 4_6	no	3	not call	-0,056837696	0,102141904	0,070979889	-0,035859659	-0,03498608
Collared 2013 4	2013 Collared 4_6	no	4	not call	-0,068726908	-0,031057096	0,068983291	0,02117447	-0,002084478
Collared 2013 4	2013 Collared 4_6	no	5	not call	0,06269895	0,104948166	-0,089999611	0,005813752	0,057314349
Collared 2013 4	2013 Collared 4_6	no	6	not call	-0,015094499	-0,132836849	0,054944982	0,005147229	-0,002760502
Collared 2013 4	2013 Collared 4_6	no	7	not call	-0,059544727	0,106965174	-0,011740821	-0,078133441	0,031305504
Collared 2013 4	2013 Collared 4_7	no	1	not call	-0,023715564	0,085692193	0,012573646	-0,05469653	0,022558721
Collared 2013 4	2013 Collared 4_7	no	2	not call	-0,048812807	0,02990408	0,065940649	0,011502335	-0,046958086
Collared 2013 4	2013 Collared 4_7	no	3	not call	0,622233475	-0,068567383	0,090165523	-0,042426764	-0,033523529
Collared 2013 4	2013 Collared 4_7	no	4	not call	-0,08640166	-0,001961087	0,073586739	-0,053682735	-0,053207563
Collared 2013 4	2013 Collared 4_7	no	5	not call	-0,031883717	-0,25369785	-0,116746905	0,008441891	-0,098617233
Collared 2013 4	2013 Collared 4_7	no	6	not call	0,057117062	0,099025047	-0,020955219	0,058068344	0,105697826
Collared 2013 4	2013 Collared 4_7	no	7	not call	-0,027032291	-0,015508205	-0,105859811	0,015269099	0,025574263
Collared 2013 4	2013 Collared 4_7	no	8	not call	0,57006481	0,017302766	0,044619109	-0,032424122	-0,021071384
Collared 2013 4	2013 Collared 4_7	no	9	not call	-0,17186029	-0,24146698	0,128378842	-0,200718372	0,034086796
Collared 2013 4	2013 Collared 4_7	no	10	not call	-0,008867717	0,162979476	-0,044388141	-0,007882061	0,059312224
Collared 2013 4	2013 Collared 4_7	no	11	not call	-0,031606219	-0,027270906	-0,048341785	0,022523739	-0,026299353
Collared 2013 4	2013 Collared 4_7	no	12	not call	0,66020979	-0,118490249	0,051019319	-0,045743671	-0,063572912
Collared 2013 4	2013 Collared 4_7	no	13	not call	-0,225964636	-0,271570655	0,170499849	-0,197475108	0,070975351
Collared 2013 4	2013 Collared 4_7	no	14	not call	0,016169709	0,164145527	-0,087171542	0,01795606	0,106549299
Collared 2013 4	2013 Collared 4_7	no	15	not call	-0,053131852	-0,018258079	-0,054365803	0,018185601	0,025050443
Collared 2013 4	2013 Collared 4_8	no	1	not call	-0,016617769	0,04168098	-0,111037154	0,063567731	-0,108609098
Collared 2013 4	2013 Collared 4_8	no	2	not call	-0,104330702	-0,150512087	-0,175357869	-0,125520777	0,144847311
Collared 2013 4	2013 Collared 4_8	no	3	not call	-0,007284418	-0,139261153	-0,230385771	-0,172836831	-0,224369253
Collared 2013 4	2013 Collared 4_8	no	4	not call	-0,045027568	0,161258962	0,01886933	-0,026871929	-0,009430828
Collared 2013 4	2013 Collared 4_8	no	5	not call	-0,050605435	0,027074307	0,065753316	0,000731066	-0,018375892
Collared 2013 4	2013 Collared 4_8	no	6	not call	-0,043488241	-0,263550111	-0,072537916	0,013859648	-0,059713115
Collared 2013 4	2013 Collared 4_8	no	7	not call	0,053359534	0,117094827	-0,040825655	0,0622834	0,092196403
Collared 2013 4	2013 Collared 4_9	no	1	not call	0,060571779	0,084152964	-0,147142862	0,05466986	0,042394128
Collared 2013 4	2013 Collared 4_9	no	2	not call	-0,0627267	0,113514687	0,113387493	-0,077258348	0,010032221
Collared 2013 4	2013 Collared 4_9	no	3	not call	-0,070661134	-0,044126216	0,074089615	0,015383444	-0,004201613
Collared 2013 4	2013 Collared 4_9	no	4	not call	0,069012403	0,131533197	-0,116244362	0,070155865	0,031662425
Collared 2013 4	2013 Collared 4_9	no	5	not call	0,000473473	-0,133072424	0,050547132	-0,010115342	0,009456572
Collared 2013 4	2013 Collared 4_9	no	6	not call	0,000793548	0,089481055	-0,012735357	-0,017520179	0,058409286
Collared 2013 4	2013 Collared 4_9	no	7	not call	-0,050618243	-0,032166185	-0,075465498	-0,016427835	-0,050117585
Collared 2013 4	2013 Collared 4_9	no	8	not call	-0,199168685	-0,25369315	0,146172502	-0,204451412	0,077535266
Collared 2013 4	2013 Collared 4_9	no	9	not call	0,020953069	0,161346344	-0,090546226	0,037750705	0,068915031
Collared 2013 4	2013 Collared 4_9	no	10	not call	-0,048251178	0,01891545	0,08809422	0,006489	-0,008509553
Collared 2013 5	2013 Collared 5_1	no	1	not call	-0,052501204	0,044347164	0,024439566	-0,008428763	0,010274627
Collared 2013 5	2013 Collared 5_1	no	2	not call	-0,058560839	0,021350597	0,038689712	0,028626077	-0,015211267
Collared 2013 5	2013 Collared 5_1	no	3	not call	-0,043709756	0,113781418	0,132443808	0,021343918	-0,092471798
Collared 2013 5	2013 Collared 5_1	no	4	not call	-0,061277176	-0,077888843	0,056896566	0,021553614	0,000396948
Collared 2013 5	2013 Collared 5_1	no	5	not call	-0,079252127	0,128224016	0,11267487	-0,049650346	-0,042209552
Collared 2013 5	2013 Collared 5_1	no	6	not call	-0,051780359	-0,139234369	0,07558135	0,049920031	0,024086531
Collared 2013 5	2013 Collared 5_1	no	7	not call	0,633275198	-0,073220534	0,107759093	0,008384471	0,015198173
Collared 2013 5	2013 Collared 5_1	no	8	not call	0,010045836	0,038011476	0,037453423	0,049090623	-0,013843634
Collared 2013 5	2013 Collared 5_1	no	9	not call	-0,10643736	-0,235661349	-0,054266317	-0,119482197	-0,154104295
Collared 2013 5	2013 Collared 5_1	no	10	not call	0,096434621	0,149510267	-0,079709052	0,002328928	0,107857342
Collared 2013 5	2013 Collared 5_1	no	11	not call	-0,026280761	0,006094496	0,027888184	0,073854182	0,022441029
Collared 2013 5	2013 Collared 5_2	no	1	not call	-0,048944053	0,041118069	0,038343805	-0,004143884	0,000995002
Collared 2013 5	2013 Collared 5_2	no	2	not call	-0,094948085	0,066374726	0,107038805	0,053121319	-0,037617636
Collared 2013 5	2013 Collared 5_2	no	3	not call	-0,057377508	0,008008313	0,004945743	0,012027475	0,003807776
Collared 2013 5	2013 Collared 5_2	no	4	not call	-0,066559971	0,097775118	0,115533777	-0,076997181	-0,008653108
Collared 2013 5	2013 Collared 5_2	no	5	not call	-0,051709052	-0,135967839	0,081785168	0,034219922	0,043260432
Collared 2013 5	2013 Collared 5_2	no	6	not call	0,669549009	-0,073641052	0,035269228	-0,016624557	-0,023830433
Collared 2013 5	2013 Collared 5_2	no	7	not call	0,007518702	-0,011629502	-0,074056569	0,045982188	-0,048717879
Collared 2013 5	2013 Collared 5_2	no	8	not call	-0,04178546	0,146481419	0,082244235	-0,027645292	-0,040852645
Collared 2013 5	2013 Collared 5_2	no	9	not call	-0,059733657	-0,00326865	0,058110769	0,04161005	-0,013033305
Collared 2013 5	2013 Collared 5_2	no	10	not call	0,051231973	0,1328244	-0,04166983	0,05462523	0,048612167
Collared 2013 5	2013 Collared 5_2	no	11	not call	-0,091192584	-0,244983146	0,034740861	-0,050956265	0,071634451
Collared 2013 5	2013 Collared 5_2	no	12	not call	0,067144071	0,143133529	-0,070210658	0,006239928	0,101750315
Collared 2013 5	2013 Collared 5_2	no	13	not call	-0,055557464	-0,071124269	0,046027025	0,055051908	-0,010400622
Collared 2013 5	2013 Collared 5_3	yes	1	call	-0,067943707	-0,037632132	0,044917462	0,033551294	-0,01293948
Collared 2013 5	2013 Collared 5_3	yes	2	not call	-0,082181412	0,109594144	0,117514749	-0,044115012	-0,029472981
Collared 2013 5	2013 Collared 5_3	yes	3	not call	-0,065816889	0,022157634	0,060589659	0,015759019	-0,011692346
Collared 2013 5	2013 Collared 5_3	yes	4	not call	-0,054341111	0,093643923	0,139822339	-0,012142664	-0,084320751
Collared 2013 5	2013 Collared 5_3	yes	5	not call	-0,07779608	-0,116986814	0,052584419	-0,02257685	0,016550074
Collared 2013 5	2013 Collared 5_3	yes	6	not call	-0,018539989	0,090569178	0,022576434	0,019938715	-0,024469276
Collared 2013 5	2013 Collared 5_3	yes	7	not call	-0,018043916	-0,037997755	-0,064225783	0,039679989	-0,023293024
Collared 2013 5	2013 Collared 5_3	yes	8	not call	-0,036234723	0,120293035	-0,004170952	-0,007356395	-0,00937285
Collared 2013 5	2013 Collared 5_4	yes	1	not call	0,674507127	-0,035452384	0,042481234	-0,051813285	-0,03722741
Collared 2013 5	2013 Collared 5_4	yes	2	call	-0,075142417	-0,044405992	0,043016661	0,017407205	-0,012340067
Collared 2013 5	2013 Collared 5_4	yes	3	not call	-0,035938939	0,098436972	0,08217995	-0,04719251	0,000802632
Collared 2013 5	2013 Collared 5_4	yes	4	not call	-0,066279458	0,021307077	0,057080276	0,025368966	0,006991265
Collared 2013 5	2013 Collared 5_4	yes	5	not call	0,001332694	0,114129327	0,086801471	-0,051242111	-0,083827259
Collared 2013 5	2013 Collared 5_4	yes	6	not call	-0,109766691	-0,237188417	-0,063711281	-0,239957465	-0,142692745
Collared 2013 5	2013 Collared 5_4	yes	7	not call	0,034089268	0,073764659	0,018233263	0,031163775	0,038805715
Collared 2013 5	2013 Collared 5_4	yes	8	not call	-0,083860607	-0,032644343	0,060298506	-0,009224022	-0,014441857
Collared 2013 5	2013 Collared 5_4	yes	9	not call	-0,039588584	0,130403137	-0,01588154	-0,003160942	-0,007687571
Collared 2013 5	2013 Collared 5_4	yes	10	not call	-0,072342527	-0,219207812	-0,034275576	-0,029870474	-0,077476281
Collared 2013 5	2013 Collared 5_5	yes	1	call	-0,076141211	-0,054313581	0,03995344	0,004366433	-0,023460471
Collared 2013 5	2013 Collared 5_5	yes	2	not call	-0,111275343	0,121537844	0,049040079	-0,097068859	-0,024085046
Collared 2013 5	2013 Collared 5_5	yes	3	not call	-0,073668974	0,022842541	0,057763234	-0,008536062	-0,027620553
Collared 2013 5	2013 Collared 5_5	yes	4	not call	0,007473878	0,074099	0,096220708	0,012877097	-0,068067467
Collared 2013 5	2013 Collared 5_5	yes	5	not call	-0,049540227	-0,083225423	0,071084933	0,047264277	-0,006480958
Collared 2013 5	2013 Collared 5_5	yes	6	not call	-0,031452182	0,157996356	-0,050800727	-0,012906658	0,01093371
Collared 2013 5	2013 Collared 5_5	yes	7	not call	-0,102088467	-0,230400777	-0,035682865	-0,108184942	-0,131013109
Collared 2013 5	2013 Collared 5_5	yes	8	not call	0,055107373	0,146656396	-0,069619983	0,01618415	0,082410249
Collared 2013 5	2013 Collared 5_5	yes	9	not call	-0,061109315	-0,096391985	0,064578883	-0,00139516	-0,00588581
Collared 2013 5	2013 Collared 5_5	yes	10	not call	-0,04603197	0,126926474	0,024269117	0,002783896	0,020444658
Collared 2013 5	2013 Collared 5_6	yes	1	not call	0,645581435	-0,13221055	0,107491017	-0,082429055	-0,074797128
Collared 2013 5	2013 Collared 5_6	yes	2	call	-0,084624537	-0,039909706	0,062313732	0,000979539	-0,002589124
Collared 2013 5	2013 Collared 5_6	yes	3	not call	-0,088743327	0,111423738	0,118153615	-0,094568869	0,012940226
Collared 2013 5	2013 Collared 5_6	yes	4	not call	-0,050425743	0,003686089	0,043577827	0,040901526	-0,027562207
Collared 2013 5	2013 Collared 5_6	yes	5	not call	0,052496731	0,13349235	-0,030910279	0,044229013	0,061051862
